ï»¿Behavioral,Visitor,team develops works geographic information structured one colossal graph node graph represent complex entity city granular things industries sightseeing areasâ etc nodes connected others theres road real represent hood node type represented specific node point task implement exporting graph xml format first job seemed pretty straightforward planned add export method node leverage recursion go node graph executing export method solution simple elegant thanks polymorphism werent coupling called export method concrete nodes unfortunately system architect refused allow alter existing node said already production didnt want risk breaking potential bug changes besides questioned whether makes sense xml export within node primary job work geodata xml export behavior would look alien therethere another reason refusal highly likely feature implemented someone marketing department would ask provide ability export different format request weird stuff would force change precious fragile,1
Behavioral,Command,youre working new texteditor current task create toolbar bunch buttons various operations editor created neat button buttons toolbar well generic buttons various dialogs buttons look similar theyre supposed different things would put various click handlers buttons simplest solution create tons subclasses place button subclasses would contain would executed button click long realize approach deeply flawed first enormous number subclasses would okay werent risking breaking subclasses time modify base button put simply gui become awkwardly dependent volatile business logic heres ugliest part operations copyingpasting text would invoked multiple places example user could click small copy button toolbar copy something via context menu hit ctrlc keyboard initially toolbar okay place implementation various operations button subclasses words copying text inside copybutton subclass fine implement context menus shortcuts stuff either duplicate operations many make menus dependent buttons even worse option,0
Behavioral,Strategy,one day decided create navigation casual travelers centered around beautiful map helped users quickly orient city one requested features automatic route planning user able enter address see fastest route destination displayed map first version could build routes roads people traveled car bursting joy apparently everybody likes drive vacation next update added option build walking routes right added another option people public transport routeshowever beginning planned add route building cyclists even another option building routes citys tourist attractions business perspective success technical part caused many headaches time added new routing algorithm main navigator doubled size point beast became hard maintain change one algorithms whether simple bug fix slight adjustment street score affected whole increasing chance creating error alreadyworking addition teamwork became inefficient teammates hired right successful release complain spend much time resolving merge conflicts implementing new feature requires change huge conflicting produced people,0
Behavioral,Memento,youre creating text editor addition simple text editing editor format text insert inline imagesâ etc point decided users undo operations carried text feature become common years nowadays people expect every implementation chose take direct approach performing operation records state saves storage user decides revert action fetches latest snapshot history uses restore state lets think state snapshots exactly would produce one youd probably go fields copy values storage would work quite relaxed access restrictions contents unfortunately real wont others peek inside easily hiding significant data private fields ignore lets assume behave hippies preferring open relations keeping state public approach would solve immediate produce snapshots states still serious issues future might decide refactor editor add remove fields sounds easy would require changing responsible copying state affected theres lets consider actual snapshot editors state data contain bare minimum must contain actual text cursor coordinates current scroll positionâ etc make snapshot youd collect values put kind container likely youre going store lots container inside list would represent history therefore containers would probably end one would almost methods lots fields mirror editors state allow write read data snapshot youd probably make fields public would expose editors states private would become dependent every little change snapshot would otherwise happen within private fields methods without affecting outer looks weve reached dead end either expose internal details making fragile restrict access state making impossible produce snapshots way implement undo,0
Behavioral,Mediator,say dialog creating editing customer profiles consists various form controls text fields checkboxes buttonsâ etcsome form elements interact others instance selecting dog checkbox reveal hidden text field entering dogs name another example submit button validate values fields saving data logic implemented directly inside form elements make elements much harder reuse forms example wont able checkbox inside another form coupled dogs text field either involved rendering profile form none,2
Behavioral,Interpreter,defines way interpret evaluate language grammar expressions provides mechanism evaluate sentences language representing grammar set represents rule expression grammar allows composed hierarchically interpret complex expressions involves defining hierarchy expression terminal nonterminal represent elements languageâs grammar terminal expressions represent basic building blocks nonterminal expressions represent compositions building blocks tree structure interpreter somewhat similar defined composite terminal expressions leaf nonterminal expressions composites,1
Behavioral,Observer,two types customer store customer interested particular brand product say new model iphone become available store soon customer could visit store every day check product availability product still en route trips would pointless hand store could send tons emails might considered spam customers time new product becomes available would save customers endless trips store time itd upset customers arent interested new products looks weve conflict either customer wastes time checking product availability store wastes resources notifying wrong customers,0
Behavioral,Chain of Responsibility,youre working online ordering system want restrict access system authenticated users create orders users administrative permissions must full access orders bit planning realized checks must performed sequentially application attempt authenticate user system whenever receives request contains users credentials credentials arent correct authentication fails theres reason proceed checks next months implemented several sequential checks checks already looked mess became bloated added new feature changing one check sometimes affected others worst tried reuse checks protect components system duplicate since components required checks system became hard comprehend expensive maintain struggled one day decided refactor whole thing,0
Behavioral,Iterator,collections one data types programming nonetheless collection container group collections store elements simple lists based stacks trees graphs complex data structures matter collection structured must provide way accessing elements elements way go element collection without accessing elements sound easy job collection based list loop elements sequentially traverse elements complex data structure tree example one day might fine depthfirst traversal tree yet next day might require breadthfirst traversal next week might something else random access tree elements adding traversal algorithms collection gradually blurs primary responsibility efficient data storage additionally algorithms might tailored specific application including generic collection would weird hand thats supposed work various collections even care store elements since collections provide different ways accessing elements option couple specific collection,0
Behavioral,State,state closely related concept finitestate machine main idea moment theres finite number states program within unique state program behaves differently program switched one state another instantaneously depending current state program switch certain states switching rules called transitions finite predetermined apply approach document document one three states draft moderation published publish method document works little bit differently statestate machines usually implemented lots conditional statements switch select appropriate behavior depending current state usually state set values fields even youve never heard finitestate machines youve probably implemented state least following structure ring bell biggest weakness state machine based conditionals reveals start adding states statedependent behaviors document methods contain monstrous conditionals pick proper behavior method according current state difficult maintain change transition logic require changing state conditionals every method tends get bigger project evolves quite difficult predict possible states transitions stage hence lean state machine built limited set conditionals grow bloated mess time,0
Behavioral,Template Method,youre creating data mining application analyzes corporate documents users feed documents various formats pdf doc csv tries extract meaningful data docs uniform format first version could work doc files following version able support csv files month taught extract data pdf files point noticed three lot similar dealing various data formats entirely different data processing analysis almost identical wouldnt great get rid duplication leaving algorithm structure intact another related lots conditionals picked proper course action depending processing three processing common interface base youd able eliminate conditionals polymorphism calling methods processing,2
Structural,Proxy,would want control access example massive consumes vast amount system resources time time alwaysyou could implement lazy initialization create actually needed clients would execute deferred initialization unfortunately would probably cause lot duplication ideal world wed want put directly isnt always possible instance part closed 3rdparty library,2
Structural,Flyweight,long working hours decided create simple video game players would moving around map shooting chose implement realistic particle system make distinctive feature game vast quantities bullets missiles shrapnel explosions fly map deliver thrilling experience player upon completion pushed last commit built game sent friend test drive although game running flawlessly machine friend wasnt able play long computer game kept crashing minutes gameplay spending several hours digging debug logs discovered game crashed insufficient amount ram turned friends rig much less powerful computer thats emerged quickly machine actual related particle system particle bullet missile piece shrapnel represented separate containing plenty data point carnage players screen reached climax newly created particles longer fit remaining ram program crashed,2
Structural,Facade,must make work broad set belong sophisticated library framework ordinarily youd initialize keep track dependencies execute methods correct order result business logic would become tightly coupled implementation details 3rdparty making hard comprehend maintain,0
Structural,Composite,using composite makes sense core model represented tree example two types products boxes box contain several products well number smaller boxes little boxes hold products even smaller boxes onsay decide create ordering system uses orders could contain simple products without wrapping well boxes stuffed productsand boxes would determine total price order could try direct approach unwrap boxes go products calculate total would doable real world program simple running loop know products boxes youre going nesting level boxes nasty details beforehand makes direct approach either awkward even impossible,0
Structural,Decorator,youre working notification library lets programs notify users important events initial version library based notifier fields constructor single send method method could accept message argument send message list emails passed notifier via constructor thirdparty acted supposed create configure notifier time something important happened point realize users library expect email notifications many would receive sms critical issues others would notified facebook course corporate users would love get slack notifications hard extended notifier put additional notification methods new subclasses supposed instantiate desired notification notifications someone reasonably asked cant several notification types house fire youd probably want informed every channel tried address creating special subclasses combined several notification methods within one quickly became apparent approach would bloat immensely library well find way structure notifications number wont accidentally break guinness record,2
Structural,Bridge,abstraction implementation sound scary stay calm lets consider simple example say geometric shape pair subclasses circle square want extend hierarchy incorporate colors plan create red blue shape subclasses since already two subclasses youll create four combinations bluecircle redsquare adding new shape types colors hierarchy grow exponentially example add triangle shape youd introduce two subclasses one color adding new color would require creating three subclasses one shape type go worse becomes,0
Creational,Singleton,singleton solves two problems time violating single responsibility principle nowadays singleton become popular people call something singleton even solves one listed problems,2
Structural,Adapter,youre creating stock market monitoring downloads stock data multiple sources xml format displays nicelooking charts diagrams user point decide improve integrating smart 3rdparty analytics library theres catch analytics library works data json format could change library work xml might break existing relies library worse might access librarys source first place making approach impossible,0
Creational,Builder,complex requires laborious stepbystep initialization many fields nested initialization usually buried inside monstrous constructor lots parameters even worse scattered example lets think create house build simple house construct four walls floor install door fit pair windows build roof want bigger brighter house backyard goodies heating system plumbing electrical wiring simplest solution extend base house create set subclasses cover combinations parameters eventually youll end considerable number subclasses new parameter porch style require growing hierarchy even theres another approach doesnt involve breeding subclasses create giant constructor right base house possible parameters control house approach indeed eliminates subclasses creates another cases parameters unused making constructor calls pretty ugly instance fraction houses swimming pools parameters related swimming pools useless nine times ten,2
Creational,Prototype,say want create exact copy would first create new go fields original copy values new objectnice theres catch copied way fields private visible outside theres one direct approach since know create duplicate becomes dependent extra dependency doesnt scare theres another catch sometimes know interface follows concrete example parameter method accepts follow interface,2
Creational,Abstract Factory,youre creating furniture shop simulator consists represent way create individual furniture match family customers get quite mad receive nonmatching furniture dont want change existing adding new products families products program furniture vendors update catalogs wouldnt want change core time happens,1
Creational,Factory Method,youre creating logistics management application first version handle transportation trucks bulk lives inside truck becomes pretty popular day receive dozens requests sea transportation companies incorporate sea logistics great news right present coupled truck adding ships would require making changes entire codebase moreover decide add another type transportation probably make changes result end pretty nasty riddled conditionals switch apps behavior depending transportation,2
Behavioral,Visitor,represent operation performed elements structure visitor lets define new operation without changing elements operates classic technique recovering lost type information right thing based type two double dispatch many distinct unrelated operations performed node heterogeneous aggregate structure want avoid polluting node operations dont want query type node cast pointer correct type performing desired operationvisitors primary purpose abstract functionality applied aggregate hierarchy element approach encourages designing lightweight element processing functionality removed list responsibilities new functionality easily added original inheritance hierarchy creating new visitor subclassvisitor implements double dispatch oo messages routinely manifest single dispatch operation executed depends name request type receiver double dispatch operation executed depends name request type two receivers type visitor type element visitsthe implementation proceeds follows create visitor hierarchy defines pure virtual visit method abstract base concrete derived aggregate node hierarchy visit method accepts single argument pointer reference original element derived classeach operation supported modelled concrete derived visitor hierarchy visit methods declared visitor base defined derived subclass allocating type query cast original implementation appropriate overloaded visit methodadd single pure virtual accept method base element hierarchy accept defined receive single argument pointer reference abstract base visitor hierarchyeach concrete derived element hierarchy implements accept method simply calling visit method concrete derived instance visitor hierarchy passed passing pointer sole argumenteverything elements visitors setup needs operation performed creates instance visitor calls accept method element passes visitor objectthe accept method causes flow control find correct element subclass visit method invoked flow control vectored correct visitor subclass accept dispatch plus visit dispatch equals double dispatchthe visitor makes adding new operations utilities easy simply add new visitor derived subclasses aggregate node hierarchy stable keeping visitor subclasses sync requires prohibitive amount effortan acknowledged objection visitor represents regression functional decomposition separate algorithms data structures legitimate interpretation perhaps better perspectiverationale goal promoting nontraditional behavior full status,0
Behavioral,Template Method,define skeleton algorithm operation deferring steps subclasses template method lets subclasses redefine certain steps algorithm without changing algorithms structurebase declares algorithm placeholders derived implement placeholderstwo different components significant similarities demonstrate reuse common interface implementation change common components becomes necessary duplicate effort must expendedthe component designer decides steps algorithm invariant standard variant customizable invariant steps implemented abstract base variant steps either default implementation implementation variant steps represent hooks placeholders must supplied components concrete derived classthe component designer mandates required steps algorithm ordering steps allows component extend replace number stepstemplate method prominently frameworks framework implements invariant pieces domains architecture defines placeholders necessary interesting customization options framework becomes center universe customizations simply third rock sun inverted control structure affectionately labelled hollywood principle dont call us well call,0
Behavioral,Mediator,define encapsulates set interact mediator promotes loose coupling keeping referring explicitly lets vary interaction independentlydesign intermediary decouple many peerspromote manytomany relationships interacting peers full statuswe want reusable components dependencies potentially reusable pieces demonstrates spaghetti phenomenon trying scoop single serving results nothing clump unix permission access system resources managed three levels granularity world group owner group collection users intended model functional affiliation user system member one groups group zero users assigned next figure shows three users assigned three groups model software could decide user coupled group group coupled user changes occur instances would affectedan alternate approach would introduce additional level indirection take mapping users groups groups users make abstraction unto offers several advantages users groups decoupled one another many mappings easily maintained manipulated simultaneously mapping abstraction extended future defining derived partitioning system many generally enhances reusability proliferating interconnections tend reduce mediator encapsulates interconnections acts hub communication responsible controlling coordinating interactions clients promotes loose coupling keeping referring explicitlythe mediator promotes manytomany relationship network full status modelling interrelationships enhances encapsulation allows behavior interrelationships modified extended subclassingan example mediator useful user group capability operating system group zero users user member zero groups mediator provides flexible noninvasive way associate manage users groups,0
Behavioral,Interpreter,language define representation grammar along interpreter uses representation interpret sentences languagemap domain language language grammar grammar hierarchical objectoriented designa problems occurs repeatedly welldefined wellunderstood domain domain characterized language problems could easily solved interpretation enginethe interpreter discusses defining domain language ie characterization simple language grammar representing domain rules language sentences interpreting sentences solve uses represent grammar rule since grammars usually hierarchical structure inheritance hierarchy rule maps nicelyan abstract base specifies method interpret concrete subclass implements interpret accepting argument current state language stream adding contribution solving process,1
