Behavioral,Visitor,imagine team develops app work geographic information structure one colossal graph node graph may represent complex entity city also granular thing like industry sightsee area etc node connect others ’ road real object represent hood node type represent class specific node objectat point get task implement export graph xml format first job seem pretty straightforward plan add export method node class leverage recursion go node graph execute export method solution simple elegant thanks polymorphism ’ couple code call export method concrete class nodesunfortunately system architect refuse allow alter exist node class say code already production ’ want risk break potential bug changesbesides question whether make sense xml export code within node class primary job class work geodata xml export behavior would look alien therethere another reason refusal highly likely feature implement someone marketing department would ask provide ability export different format request weird stuff would force change precious fragile class
Behavioral,Command,imagine ’ work new texteditor app current task create toolbar bunch button various operation editor create neat button class use button toolbar well generic button various dialogswhile button look similar ’ suppose different thing would put code various click handler button simplest solution create ton subclass place button use subclass would contain code would execute button clickbefore long realize approach deeply flaw first enormous number subclass would okay ’ risk break code subclass time modify base button class put simply gui code become awkwardly dependent volatile code business logicand ’ ugliest part operation copyingpasting text would need invoked multiple place example user could click small “ copy ” button toolbar copy something via context menu hit ctrlc keyboardinitially app toolbar okay place implementation various operation button subclass word code copying text inside copybutton subclass fine implement context menu shortcut stuff either duplicate operation ’ code many class make menu dependent button even bad option
Behavioral,Strategy,one day decide create navigation app casual traveler app center around beautiful map help user quickly orient cityone request feature app automatic route planning user able enter address see fast route destination displayed mapthe first version app could build route road people travel car bursting joy apparently everybody like drive vacation next update add option build walk route right add another option let people use public transport routeshowever begin later plan add route building cyclist even later another option building route city ’ tourist attractionswhile business perspective app success technical part cause many headache time add new rout algorithm main class navigator double size point beast become hard maintainany change one algorithm whether simple bug fix slight adjustment street score affected whole class increase chance create error alreadyworking codein addition teamwork become inefficient teammate hire right successful release complain spend much time resolve merge conflict implement new feature require change huge class conflict code produce people
Behavioral,Memento,imagine ’ create text editor app addition simple text edit editor format text insert inline image etcat point decide let user undo operation carry text feature become common year nowadays people expect every app implementation chose take direct approach perform operation app record state object save storage later user decides revert action app fetch late snapshot history us restore state objectslet ’ think state snapshot exactly would produce one ’ probably need go field object copy value storage however would work object quite relaxed access restriction content unfortunately real object ’ let others peek inside easily hiding significant data private fieldsignore problem let ’ assume object behave like hippy prefer open relation keep state public approach would solve immediate problem let produce snapshot object ’ state still serious issue future might decide refactor editor class add remove field sound easy would also require change class responsible copying state affected objectsbut ’ let ’ consider actual “ snapshot ” editor ’ state data contain bare minimum must contain actual text cursor coordinate current scroll position etc make snapshot ’ need collect value put kind containermost likely ’ go store lot container object inside list would represent history therefore container would probably end object one class class would almost method lot field mirror editor ’ state allow object write read data snapshot ’ probably need make field public would expose editor ’ state private class would become dependent every little change snapshot class would otherwise happen within private field method without affect outer classesit look like ’ reach dead end either expose internal detail class make fragile restrict access state make impossible produce snapshot way implement undo
Behavioral,Mediator,say dialog create edit customer profile consists various form control text field checkboxes button etcsome form element may interact others instance select “ dog ” checkbox may reveal hidden text field enter dog ’ name another example submit button validate value field save databy logic implement directly inside code form element make element ’ class much harder reuse form app example ’ able use checkbox class inside another form ’ couple dog ’ text field use either class involve render profile form none
Behavioral,Observer,imagine two type object customer store customer interested particular brand product say ’ new model iphone become available store soonthe customer could visit store every day check product availability product still en route trip would pointlesson hand store could send ton email might consider spam customer time new product becomes available would save customer endless trip store time ’ upset customer ’ interested new productsit look like ’ get conflict either customer waste time check product availability store waste resource notify wrong customer
Behavioral,Chain of Responsibility,imagine ’ work online order system want restrict access system authenticate user create order also user administrative permission must full access ordersafter bit planning realize check must perform sequentially application attempt authenticate user system whenever receives request contains user ’ credential however credential ’ correct authentication fails ’ reason proceed checksduring next month implement several sequential checksthe code check already look like mess become bloat add new feature change one check sometimes affected others bad try reuse check protect component system duplicate code since component require check themthe system become hard comprehend expensive maintain struggle code one day decide refactor whole thing
Behavioral,Iterator,collection one use data type program nonetheless collection container group objectsmost collection store element simple list however base stack tree graph complex data structuresbut matter collection structure must provide way access element code use element way go element collection without access element overthis may sound like easy job collection base list loop element sequentially traverse element complex data structure tree example one day might fine depthfirst traversal tree yet next day might require breadthfirst traversal next week might need something else like random access tree elementsadding traversal algorithm collection gradually blur primary responsibility efficient data storage additionally algorithm might tailor specific application include generic collection class would weirdon hand client code ’ suppose work various collection may even care store element however since collection provide different way access element option couple code specific collection class
Behavioral,State,state pattern closely related concept finitestate machine finitestate machine httpsrefactoringgurufsmthe main idea give moment ’ finite number state program within unique state program behaves differently program switch one state another instantaneously however depend current state program may may switch certain state switch rule call transition also finite predeterminedyou also apply approach object imagine document class document one three state draft moderation publish publish method document work little bit differently statestate machine usually implement lot conditional statement switch select appropriate behavior depend current state object usually “ state ” set value object ’ field even ’ never heard finitestate machine ’ probably implement state least follow code structure ring bellthe big weakness state machine base conditionals reveals start add state statedependent behavior document class method contain monstrous conditionals pick proper behavior method accord current state code like difficult maintain change transition logic may require change state conditionals every methodthe problem tends get big project evolves ’ quite difficult predict possible state transition design stage hence lean state machine built limited set conditionals grow bloat mess time
Behavioral,Template Method,imagine ’ create data mining application analyzes corporate document user feed app document various format pdf doc csv try extract meaningful data doc uniform formatthe first version app could work doc file follow version able support csv file month later “ taught ” extract data pdf filesat point notice three class lot similar code code deal various data format entirely different class code data processing analysis almost identical ’ great get rid code duplication leave algorithm structure intactthere another problem related client code use class lot conditionals picked proper course action depend class processing object three processing class common interface base class ’ able eliminate conditionals client code use polymorphism call method processing object
